ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalogue,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Meta: _wp_page_template,Meta: fb_product_item_id,Meta: fb_visibility,Meta: _wc_facebook_sync_enabled,Meta: fb_product_description,Meta: _wc_facebook_product_image_source,Meta: fb_product_image,Meta: fb_product_price,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Meta: _yoast_wpseo_content_score,Meta: _yoast_wpseo_focuskeywords,Meta: _yoast_wpseo_keywordsynonyms,Meta: _yoast_wpseo_primary_product_cat,Meta: _yith_wcbm_badge_from_date,Meta: _yith_wcbm_badge_to_date,Meta: fb_product_group_id,Meta: _wc_facebook_commerce_enabled,Meta: _yith_wcbm_badge_schedule,Meta: _yoast_wpseo_estimated-reading-time-minutes,Meta: _yoast_indexnow_last_ping,Meta: _yoast_wpseo_wordproof_timestamp,Meta: _yoast_wpseo_primary_fb_product_set,Meta: _yoast_wpseo_primary_product_brand,Meta: _wp_old_date,Meta: _yoast_wpseo_opengraph-title,Meta: _yoast_wpseo_opengraph-description,Meta: _yoast_wpseo_opengraph-image,Meta: _yoast_wpseo_opengraph-image-id,Meta: _yoast_wpseo_metadesc,Meta: _yoast_wpseo_twitter-description,Meta: _yoast_wpseo_focuskw,Meta: _yoast_wpseo_linkdex,Meta: fb_rich_text_description,Meta: fb_brand,Meta: fb_mpn,Meta: fb_size,Meta: fb_color,Meta: fb_material,Meta: fb_pattern,Meta: fb_age_group,Meta: fb_gender,Meta: fb_product_condition,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Meta: _wp_desired_post_slug,Meta: yith_wcbm_badge_options_schedule,Meta: yith_wcbm_badge_options_security,Meta: yith_wcbm_badge_options_schedule_from,Meta: yith_wcbm_badge_options_schedule_to,Attribute 4 default,Meta: _oembed_3a1aea8bf90fd50d4b2f46b28e4c9756,Meta: _oembed_ccf759f70b721a0ed28e9a480edbf902,Meta: _oembed_8a7f2ecc928babb54b1fe347cdd1a103,Meta: _oembed_time_8a7f2ecc928babb54b1fe347cdd1a103,Meta: __is_newly_created_product,Attribute 8 name,Attribute 8 value(s),Attribute 8 visible,Attribute 8 global,Attribute 9 name,Attribute 9 value(s),Attribute 9 visible,Attribute 9 global,Attribute 10 name,Attribute 10 value(s),Attribute 10 visible,Attribute 10 global,Attribute 11 name,Attribute 11 value(s),Attribute 11 visible,Attribute 11 global,Attribute 12 name,Attribute 12 value(s),Attribute 12 visible,Attribute 12 global
27140,simple,Import_3805,,Industrial desk,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,0,Other,,,"https://vamptvintagedesign.com/wp-content/uploads/2020/05/Industrial-desk-5.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Industrial-desk-1-1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Industrial-desk-2-1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Industrial-desk-3-1.jpg",,,,,,,,,854,,Old ID,3805,0,0,default,,,,,,,,OldID,3805,0,0,Price,SOLD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27145,simple,Import_3806,,Sliding door cabinet,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,0,Other,,,"https://vamptvintagedesign.com/wp-content/uploads/2020/05/Sliding-door-cabinet.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Sliding-door-cabinet-1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Sliding-door-cabinet-2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Sliding-door-cabinet-3.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Sliding-door-cabinet-4.jpg",,,,,,,,,855,,OldID,3806,0,0,default,,,,,,,,Old ID,3806,0,0,Materials,Teak,1,1,Country,Denmark,1,0,Materials,Teak,1,0,Dimensions,L114.5 x D43 x H72.5cm,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Code,IA268,0,0,,,,,,,,,,,,Price,$975,0,0,,,,,,,,,,,,,,,,
27151,simple,Import_3807,,Danish dark wood sideboard,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,0,Other,,,"https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-dark-wood-sideboard.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-dark-wood-sideboard-1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-dark-wood-sideboard-2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-dark-wood-sideboard-3.jpg",,,,,,,,,856,,Old ID,3807,0,0,default,,,,,,,,OldID,3807,0,0,Materials,Dark wood,1,1,Country,Denmark,1,0,Materials,Dark wood,1,0,Dimensions,L166 x D42.5 x H74.5cm,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Price,SOLD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27156,simple,Import_3808,,Danish single bed,1,0,visible,Excellent joinery. Foam mattress included.\nPlease note | Danish single beds are not the same dimensions as Australian single beds. Vampt can organise a custom-made spring mattress (approx. $450),,,,taxable,,0,0,,0,0,,,,,0,,,0,Other,,,"https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-single-bed.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-single-bed-1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-single-bed-2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-single-bed-3.jpg",,,,,,,,,857,,Old ID,3808,0,0,default,,,,,,,,OldID,3808,0,0,Materials,Teak,1,1,Country,Denmark,1,0,Materials,Teak,1,0,Price,"$1,150",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27161,simple,Import_3809,,Danish mahogany sideboard,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,0,Other,,,"https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-mahogany-sideboard.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-mahogany-sideboard-1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-mahogany-sideboard-2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-mahogany-sideboard-3.jpg",,,,,,,,,858,,Old ID,3809,0,0,default,,,,,,,,OldID,3809,0,0,Materials,Mahogany (dark stain),1,1,Country,Denmark,1,0,Materials,Mahogany (dark stain),1,0,Dimensions,W190 x D45 x H88cm,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Price,"$1,350",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27166,simple,Import_3810,,Danish chair,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,0,Other,,,"https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-chair.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-chair-1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-chair-2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-chair-3.jpg",,,,,,,,,859,,Old ID,3810,0,0,default,,,,,,,,OldID,3810,0,0,Country,Denmark,1,0,Code,IA814,0,0,Price,$550,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27171,simple,Import_3811,,Danish teak desk,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,0,Other,,,"https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-teak-desk.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-teak-desk-1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-teak-desk-2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-teak-desk-3.jpg",,,,,,,,,860,,Old ID,3811,0,0,default,,,,,,,,OldID,3811,0,0,Materials,Teak,1,1,Country,Denmark,1,0,Year,1960s,1,0,Materials,Teak,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dimensions,W130 x D60 X H73.5cm,1,0,,,,,,,,,,,,Code,IA270,0,0,Price,SOLD,0,0,,,,,,,,,,,,
27176,simple,Import_3812,,Danish teak sideboard,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,0,Other,,,"https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-teak-sideboard-2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-teak-sideboard-1-1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-teak-sideboard-2-1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-teak-sideboard-3.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-teak-sideboard-4.jpg",,,,,,,,,861,,OldID,3812,0,0,default,,,,,,,,Old ID,3812,0,0,Materials,Teak,1,1,Country,Denmark,1,0,Materials,Teak,1,0,Dimensions,W183 x D42 x H78cm,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Code,IA500,0,0,,,,,,,,,,,,Price,"$3,250",0,0,,,,,,,,,,,,,,,,
27182,simple,Import_3813,,Hans Erik Johansson chair,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,0,Other,,,"https://vamptvintagedesign.com/wp-content/uploads/2020/05/Hans-Erik-Johansson-chair.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Hans-Erik-Johansson-chair-1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Hans-Erik-Johansson-chair-2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Hans-Erik-Johansson-chair-3.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Hans-Erik-Johansson-chair-4.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Hans-Erik-Johansson-chair-5.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Hans-Erik-Johansson-chair-6.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Hans-Erik-Johansson-chair-7.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Hans-Erik-Johansson-chair-8.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Hans-Erik-Johansson-chair-9.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Hans-Erik-Johansson-chair-10.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Hans-Erik-Johansson-chair-11.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Hans-Erik-Johansson-chair-12.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Hans-Erik-Johansson-chair-13.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Hans-Erik-Johansson-chair-14.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Hans-Erik-Johansson-chair-15.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Hans-Erik-Johansson-chair-16.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Hans-Erik-Johansson-chair-17.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Hans-Erik-Johansson-chair-18.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Hans-Erik-Johansson-chair-19.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Hans-Erik-Johansson-chair-20.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Hans-Erik-Johansson-chair-21.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Hans-Erik-Johansson-chair-22.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Hans-Erik-Johansson-chair-23.jpg",,,,,,,,,862,,Old ID,3813,0,0,default,,,,,,,,OldID,3813,0,0,Materials,"Original upholstery, Steel leg",1,1,Designer,Hans Erik Johansson,1,1,Producer,Westbergs Möbler,1,1,Producer,Westbergs Möbler,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Country,Sweden,1,0,,,,,,,,,,,,Year,1960s,1,0,Materials,"Steel leg, Original upholstery",1,0,Code,L1087,0,0,Price,"$3,450",0,0,,,,
27207,simple,Import_3814,,Danish extension dining table,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,0,Other,,,"https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-extension-dining-table.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-extension-dining-table-1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-extension-dining-table-2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-extension-dining-table-3.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-extension-dining-table-4.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-extension-dining-table-5.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-extension-dining-table-6.jpg",,,,,,,,,863,,OldID,3814,0,0,default,,,,,,,,Old ID,3814,0,0,Materials,"Oak (soaped), Teak",1,1,Country,Denmark,1,0,Year,1960s,1,0,Materials,"Teak, Oak (soaped)",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dimensions,"W125 x D83cm, 2 leaves 49.5cm each",1,0,,,,,,,,,,,,Price,SOLD,0,0,,,,,,,,,,,,,,,,
27215,simple,Import_3815,,Danish oak dining  chair,1,0,visible,Set of 6 restored Danish oak dining chairs with soap finish. Matching table also available.,,,,taxable,,0,0,,0,0,,,,,0,,,0,Other,,,"https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-oak-dining-chair.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-oak-dining-chair-1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-oak-dining-chair-2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-oak-dining-chair-3.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-oak-dining-chair-4.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-oak-dining-chair-5.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-oak-dining-chair-6.jpg",,,,,,,,,864,,Old ID,3815,0,0,default,,,,,,,,OldID,3815,0,0,Materials,"Soaped oak, Vinyl",1,1,Country,Denmark,1,0,Materials,"Soaped oak, Vinyl",1,0,Price,SOLD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27223,simple,Import_3816,,Beech chair,1,0,visible,Based on the design of Josef Hoffmann&#039;s Bentwood Barrel Chairs designed in 1908. Some have been refinished in either soaped or oil finish. Newly upholstered seat in Cockatoos Black Outdoor fabric by Florence Broadhurst (as shown). Other chairs are available unrestored.,,,,taxable,,0,0,,0,0,,,,,0,,,0,Other,,,"https://vamptvintagedesign.com/wp-content/uploads/2020/05/Beech-chair.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Beech-chair-1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Beech-chair-2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Beech-chair-3.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Beech-chair-4.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Beech-chair-5.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Beech-chair-6.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Beech-chair-7.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Beech-chair-8.jpg",,,,,,,,,865,,Old ID,3816,0,0,default,,,,,,,,OldID,3816,0,0,Materials,"Beech, Upholstery",1,1,Materials,"Beech, upholstery",1,0,Code,2-312,0,0,Price,SOLD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27233,simple,Import_3817,,Danish teak desk,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,0,Other,"Danish furniture, Mid Century Modern",,"https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-teak-desk-4.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-teak-desk-1-1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-teak-desk-2-1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-teak-desk-3-1.jpg",,,,,,,,,866,,Old ID,3817,0,0,default,,,,,,,,OldID,3817,0,0,Materials,Teak,1,1,Country,Denmark,1,0,Materials,Teak,1,0,Dimensions,W146 x H72 x D74cm,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Price,"$1,350",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27238,simple,Import_3818,,Danish leather swivel lounge chair,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,0,Other,,,"https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-leather-swivel-lounge-chair.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-leather-swivel-lounge-chair-1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-leather-swivel-lounge-chair-2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-leather-swivel-lounge-chair-3.jpg",,,,,,,,,867,,Old ID,3818,0,0,default,,,,,,,,OldID,3818,0,0,Materials,Leather,1,1,Country,Denmark,1,0,Materials,Leather,1,0,Price,$525,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27243,simple,Import_3819,,Beech 3-seater sofa,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,0,Other,"Danish furniture, Mid Century Modern",,"https://vamptvintagedesign.com/wp-content/uploads/2020/05/Beech-3-seater-sofa.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Beech-3-seater-sofa-1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Beech-3-seater-sofa-2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Beech-3-seater-sofa-3.jpg",,,,,,,,,868,,OldID,3819,0,0,default,,,,,,,,Old ID,3819,0,0,Materials,"Beech, wool upholstery",1,1,Country,Denmark,1,0,Materials,"Beech, Wool upholstery",1,0,Dimensions,W187 x D78 x H78cm,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Code,IA264,0,0,,,,,,,,,,,,Price,SOLD,0,0,,,,,,,,,,,,,,,,
27248,simple,Import_3820,,Danish teak table,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,0,Other,,,"https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-teak-table.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-teak-table-1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-teak-table-2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-teak-table-3.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-teak-table-4.jpg",,,,,,,,,869,,OldID,3820,0,0,default,,,,,,,,Old ID,3820,0,0,Materials,"Oil finish, Teak",1,1,Country,Denmark,1,0,Materials,"Teak, Oil finish",1,0,Dimensions,L238 x W88 x H73cm,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Code,IA519,0,0,,,,,,,,,,,,Price,"$1,950",0,0,,,,,,,,,,,,,,,,
27254,simple,Import_3821,,Square back Farstrup dining chair,1,0,visible,6 available. With original wool upholstery.,,,,taxable,,0,0,,0,0,,,,,0,,,0,Other,,,"https://vamptvintagedesign.com/wp-content/uploads/2020/05/Square-back-Farstrup-dining-chair.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Square-back-Farstrup-dining-chair-1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Square-back-Farstrup-dining-chair-2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Square-back-Farstrup-dining-chair-3.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Square-back-Farstrup-dining-chair-4.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Square-back-Farstrup-dining-chair-5.jpg",,,,,,,,,870,,Old ID,3821,0,0,default,,,,,,,,OldID,3821,0,0,Price,SOLD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27261,simple,Import_3822,,2-seater sofa,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,0,Other,,,"https://vamptvintagedesign.com/wp-content/uploads/2020/05/2-seater-sofa.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/2-seater-sofa-1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/2-seater-sofa-2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/2-seater-sofa-3.jpg",,,,,,,,,871,,Old ID,3822,0,0,default,,,,,,,,OldID,3822,0,0,Materials,Upholstery,1,1,Year,1970s,1,0,Materials,Upholstery,1,0,Price,SOLD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27266,simple,Import_3823,,Parker dining chair,1,0,visible,6 chairs and 1 carver available.,,,,taxable,,0,0,,0,0,,,,,0,,,0,Other,,,"https://vamptvintagedesign.com/wp-content/uploads/2020/05/Parker-dining-chair.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Parker-dining-chair-1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Parker-dining-chair-2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Parker-dining-chair-3.jpg",,,,,,,,,872,,Old ID,3823,0,0,default,,,,,,,,OldID,3823,0,0,Materials,"Teak, Velvet",1,1,Producer,Parker,1,1,Producer,Parker,1,0,Country,Australia,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Materials,"Teak, velvet",1,0,,,,,,,,,,,,Price,SOLD,0,0,,,,,,,,,,,,,,,,
27271,simple,Import_3824,,Danish 2-seater sofa daybed,1,0,visible,2-seater Danish sofa converts into a sofa bed or divan. With blanket box underneath.,,,,taxable,,0,0,,0,0,,,,,0,,,0,Other,,,"https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-2-seater-sofa-daybed.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-2-seater-sofa-daybed-1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-2-seater-sofa-daybed-2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-2-seater-sofa-daybed-3.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-2-seater-sofa-daybed-4.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-2-seater-sofa-daybed-5.jpg",,,,,,,,,873,,Old ID,3824,0,0,default,,,,,,,,OldID,3824,0,0,Country,Denmark,1,0,Year,1960s,1,0,Code,IA250,0,0,Price,SOLD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27278,simple,Import_3825,,Danish 2-seater sofa,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,0,Other,,,"https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-2-seater-sofa.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-2-seater-sofa-1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-2-seater-sofa-2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Danish-2-seater-sofa-3.jpg",,,,,,,,,874,,Old ID,3825,0,0,default,,,,,,,,OldID,3825,0,0,Materials,Leather,1,1,Country,Denmark,1,0,Materials,Leather,1,0,Code,IA626,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Price,"$2,250",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27283,simple,Import_3826,,Hvidt & Molgaard-Nielsen 3-seater sofa,1,0,visible,New wool felt upholstery.,,,,taxable,,0,0,,0,0,,,,,0,,,0,Other,,,"https://vamptvintagedesign.com/wp-content/uploads/2020/05/Hvidt-Molgaard-Nielsen-3-seater-sofa.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Hvidt-Molgaard-Nielsen-3-seater-sofa-1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Hvidt-Molgaard-Nielsen-3-seater-sofa-2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Hvidt-Molgaard-Nielsen-3-seater-sofa-3.jpg",,,,,,,,,875,,Old ID,3826,0,0,default,,,,,,,,OldID,3826,0,0,Materials,"Oak, Upholstery",1,1,Designer,"Orla Mølgaard-Nielsen, Peter Hvidt",1,1,Producer,Peter Hvidt & Orla Mølgaard-Nielsen,1,1,Dimensions,L176 x W80 x H80cm,1,0,30,[],"[""""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Country,Denmark,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27288,simple,Import_3827,,Parker dining table,1,0,visible,Oval extension dining table. Price includes restoration.,,,,taxable,,0,0,,0,0,,,,,0,,,0,Other,,,"https://vamptvintagedesign.com/wp-content/uploads/2020/05/Parker-dining-table.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Parker-dining-table-1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Parker-dining-table-2.jpg",,,,,,,,,876,,OldID,3827,0,0,default,,,,,,,,Old ID,3827,0,0,Materials,Teak,1,1,Producer,Parker Furniture,1,1,Producer,Parker Furniture,1,0,Materials,Teak,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dimensions,L181 x W106 x H71cm + extension,1,0,,,,,,,,,,,,Code,3-324,0,0,Price,$950,0,0,,,,,,,,,,,,
